185,185,185,185,185,185
167,185,167,185,185,185
167,185,167,167,185,167
155,176,185,167,185,167
155,176,185,155,176,185
182,173,167,155,176,185
182,173,167,182,173,167
176,131,176,182,173,167
176,131,176,176,131,176
167,167,164,176,131,176
167,167,164,167,167,164
176,185,170,167,167,164
176,185,170,176,185,170
167,176,185,176,185,170
167,176,185,167,176,185
149,179,167,167,176,185
149,179,167,149,179,167
164,176,176,149,179,167
164,176,176,164,176,176
176,167,170,164,176,176
176,167,170,176,167,170
182,173,161,176,167,170
182,173,161,182,173,161
167,167,176,182,173,161
167,167,176,167,167,176
182,173,167,167,167,176
182,173,167,182,173,167
185,167,185,182,173,167
185,167,185,185,167,185
179,179,173,185,167,185
179,179,173,179,179,173
149,185,167,179,179,173
149,185,167,149,185,167
176,176,182,149,185,167
176,176,182,176,176,182
173,185,176,176,176,182
173,185,176,173,185,176
176,179,176,173,185,176
176,179,176,176,179,176
173,140,185,176,179,176
173,140,185,173,140,185
170,167,176,173,140,185
170,167,176,170,167,176
176,167,176,170,167,176
176,167,176,176,167,176
179,182,182,176,167,176
179,182,182,179,182,182
179,176,176,179,182,182
179,176,176,179,176,176
176,176,176,179,176,176
176,176,176,176,176,176
158,176,176,176,176,176
158,176,176,158,176,176
167,185,149,158,176,176
167,185,149,167,185,149
176,170,176,167,185,149
176,170,176,176,170,176
182,185,182,176,170,176
182,185,182,182,185,182
152,176,167,182,185,182
152,176,167,152,176,167
185,182,170,152,176,167
185,182,170,185,182,170
176,185,176,185,182,170
176,185,176,176,185,176
176,185,158,176,185,176
176,185,158,176,185,158
158,185,176,176,185,158
158,185,176,158,185,176
170,167,176,158,185,176
170,167,176,170,167,176
167,176,167,170,167,176
167,176,167,167,176,167
176,170,167,167,176,167
176,170,167,176,170,167
143,167,185,176,170,167
143,167,185,143,167,185
176,167,167,143,167,185
176,167,167,176,167,167
149,176,170,176,167,167
149,176,170,149,176,170
158,176,185,149,176,170
158,176,185,158,176,185
143,176,176,158,176,185
143,176,176,143,176,176
179,176,173,143,176,176
179,176,173,179,176,173
173,176,173,179,176,173
173,176,173,173,176,173
167,158,185,173,176,173
167,158,185,167,158,185
182,167,185,167,158,185
182,167,185,182,167,185
182,161,164,182,167,185
182,161,164,182,161,164
155,185,158,182,161,164
155,185,158,155,185,158
185,167,167,155,185,158
185,167,167,185,167,167
185,182,179,185,167,167
185,182,179,185,182,179
176,176,182,185,182,179
176,176,182,176,176,182
173,173,176,176,176,182
173,173,176,173,173,176
176,173,176,173,173,176
176,173,176,176,173,176
176,170,176,176,173,176
176,170,176,176,170,176
167,185,185,176,170,176
167,185,185,167,185,185
185,170,176,167,185,185
185,170,176,185,170,176
158,185,176,185,170,176
158,185,176,158,185,176
185,185,182,158,185,176
185,185,182,185,185,182
179,152,185,185,185,182
179,152,185,179,152,185
185,167,185,179,152,185
185,167,185,185,167,185
185,173,176,185,167,185
185,173,176,185,173,176
143,167,185,185,173,176
143,167,185,143,167,185
167,185,167,143,167,185
167,185,167,167,185,167
167,170,179,167,185,167
167,170,179,167,170,179
176,185,158,167,170,179
176,185,158,176,185,158
185,185,176,176,185,158
185,185,176,185,185,176
185,176,185,185,185,176
185,176,185,185,176,185
185,167,173,185,176,185
185,167,173,185,167,173
166,176,173,185,167,173
166,176,173,166,176,173
185,167,161,166,176,173
185,167,161,185,167,161
185,176,152,185,167,161
185,176,152,185,176,152
176,182,164,185,176,152
176,182,164,176,182,164
170,185,158,176,182,164
170,185,158,170,185,158
167,185,155,170,185,158
167,185,155,167,185,155
185,176,170,167,185,155
185,176,170,185,176,170
176,162,182,185,176,170
176,162,182,176,162,182
173,176,176,176,162,182
173,176,176,173,176,176
179,173,179,173,176,176
179,173,179,179,173,179
179,160,167,179,173,179
179,160,167,179,160,167
176,176,167,179,160,167
176,176,167,176,176,167
185,176,167,176,176,167
185,176,167,185,176,167
170,176,179,185,176,167
170,176,179,170,176,179
185,179,161,170,176,179
185,179,161,185,179,161
167,173,179,185,179,161
167,173,179,167,173,179
167,167,176,167,173,179
167,167,176,167,167,176
173,167,176,167,167,176
173,167,176,173,167,176
167,176,158,173,167,176
167,176,158,167,176,158
185,179,176,167,176,158
185,179,176,185,179,176
185,185,146,185,179,176
185,185,146,185,185,146
167,158,158,185,185,146
167,158,158,167,158,158
185,185,182,167,158,158
185,185,182,185,185,182
176,176,167,185,185,182
176,176,167,176,176,167
176,176,170,176,176,167
176,176,170,176,176,170
179,182,185,176,176,170
179,182,185,179,182,185
167,185,167,179,182,185
167,185,167,167,185,167
170,185,176,167,185,167
170,185,176,170,185,176
173,176,185,170,185,176
173,176,185,173,176,185
185,137,185,173,176,185
185,137,185,185,137,185
185,176,176,185,137,185
185,176,176,185,176,176
173,167,176,185,176,176
173,167,176,173,167,176
176,161,176,173,167,176
176,161,176,176,161,176
185,161,182,176,161,176
185,161,182,185,161,182
176,185,173,185,161,182
176,185,173,176,185,173
167,176,164,176,185,173
167,176,164,167,176,164
185,152,185,167,176,164
185,152,185,185,152,185
176,185,179,185,152,185
176,185,179,176,185,179
158,155,176,176,185,179
158,155,176,158,155,176
170,185,170,158,155,176
170,185,170,170,185,170
173,176,158,170,185,170
173,176,158,173,176,158
167,182,185,173,176,158
167,182,185,167,182,185
176,185,176,167,182,185
176,185,176,176,185,176
185,158,167,176,185,176
185,158,167,185,158,167
176,176,176,185,158,167
176,176,176,176,176,176
167,173,176,176,176,176
167,173,176,167,173,176
146,176,185,167,173,176
146,176,185,146,176,185
167,185,173,146,176,185
167,185,173,167,185,173
185,167,176,167,185,173
185,167,176,185,167,176
176,170,171,185,167,176
176,170,171,176,170,171
179,170,176,176,170,171
179,170,176,179,170,176
185,167,158,179,170,176
185,167,158,185,167,158
176,173,176,185,167,158
176,173,176,176,173,176
185,167,173,176,173,176
185,167,173,185,167,173
185,176,155,185,167,173
185,176,155,185,176,155
176,185,167,185,176,155
176,185,167,176,185,167
176,185,167,176,185,167
176,185,167,176,185,167
185,167,176,176,185,167
